date,weight_equity,weight_safe
2014-09-30,0.9452736102088034,0.054726389791196595
2014-10-31,0.8381281230626882,0.16187187693731175
2014-11-30,0.95,0.05
2014-12-31,0.9081289826951504,0.09187101730484959
2015-01-31,0.9252569447808766,0.07474305521912339
2015-02-28,0.95,0.05
2015-03-31,0.95,0.05
2015-04-30,0.95,0.05
2015-05-31,0.95,0.05
2015-06-30,0.95,0.05
2015-07-31,0.95,0.05
2015-08-31,0.95,0.05
2015-09-30,0.6878022892505332,0.3121977107494668
2015-10-31,0.95,0.05
2015-11-30,0.9436309473916256,0.05636905260837444
2015-12-31,0.95,0.05
2016-01-31,0.8716991721049192,0.1283008278950808
2016-02-29,0.8658178342999051,0.1341821657000949
2016-03-31,0.3753566038783711,0.6246433961216289
2016-04-30,0.4363187833055496,0.5636812166944505
2016-05-31,0.4197159608636853,0.5802840391363147
2016-06-30,0.686172758843414,0.313827241156586
2016-07-31,0.5458189755163465,0.4541810244836535
2016-08-31,0.437657400279327,0.562342599720673
2016-09-30,0.5900866563433756,0.40991334365662435
2016-10-31,0.7959441381404949,0.20405586185950508
2016-11-30,0.808034300994665,0.191965699005335
2016-12-31,0.4840861314633425,0.5159138685366575
2017-01-31,0.5292523204620049,0.4707476795379951
2017-02-28,0.7256469513162623,0.27435304868373767
2017-03-31,0.6000444699006703,0.3999555300993297
2017-04-30,0.7019289932722217,0.2980710067277783
2017-05-31,0.6888075749398115,0.3111924250601885
2017-06-30,0.8363270600679643,0.1636729399320357
2017-07-31,0.8828438627587798,0.1171561372412202
2017-08-31,0.8828543257357792,0.11714567426422084
2017-09-30,0.9157294313286282,0.08427056867137184
2017-10-31,0.8882599690758988,0.11174003092410123
2017-11-30,0.8430510385524286,0.15694896144757142
2017-12-31,0.8101584406297354,0.1898415593702646
2018-01-31,0.8433903542181398,0.1566096457818602
2018-02-28,0.9017236783968985,0.09827632160310151
2018-03-31,0.867493454634906,0.132506545365094
2018-04-30,0.7940443117632642,0.20595568823673582
2018-05-31,0.6313337120360271,0.36866628796397294
2018-06-30,0.507543634570269,0.49245636542973104
2018-07-31,0.5127399672605766,0.4872600327394234
2018-08-31,0.4912397669149845,0.5087602330850155
2018-09-30,0.6351433275234873,0.36485667247651266
2018-10-31,0.7898047949588951,0.2101952050411049
2018-11-30,0.792665174808033,0.207334825191967
2018-12-31,0.8610018884299532,0.13899811157004682
2019-01-31,0.48358738306357246,0.5164126169364276
2019-02-28,0.8288649286775853,0.17113507132241468
2019-03-31,0.775512806149612,0.22448719385038796
2019-04-30,0.931256841848085,0.06874315815191501
2019-05-31,0.4251662315963438,0.5748337684036562
2019-06-30,0.2212427732554712,0.7787572267445289
2019-07-31,0.7107124240137315,0.28928757598626853
2019-08-31,0.5042724673353078,0.49572753266469216
2019-09-30,0.8115716408201474,0.18842835917985257
2019-10-31,0.7355732096437596,0.2644267903562404
2019-11-30,0.501340769437769,0.49865923056223105
2019-12-31,0.5468907955327366,0.45310920446726344
2020-01-31,0.4131688408055379,0.5868311591944622
2020-02-29,0.4288655976845437,0.5711344023154563
2020-03-31,0.2827036982690993,0.7172963017309006
2020-04-30,0.49518103145797804,0.5048189685420219
2020-05-31,0.95,0.05
2020-06-30,0.95,0.05
2020-07-31,0.95,0.05
2020-08-31,0.95,0.05
2020-09-30,0.5920619156488853,0.40793808435111467
2020-10-31,0.6674380570851324,0.3325619429148676
2020-11-30,0.7664582640041602,0.23354173599583983
2020-12-31,0.95,0.05
2021-01-31,0.6708443159964729,0.3291556840035271
2021-02-28,0.9023200000174249,0.09767999998257515
2021-03-31,0.95,0.05
2021-04-30,0.6111997804555588,0.3888002195444412
2021-05-31,0.3296585648961337,0.6703414351038663
2021-06-30,0.17155180800065545,0.8284481919993445
2021-07-31,0.1322171218114903,0.8677828781885097
2021-08-31,0.1575570137269042,0.8424429862730958
2021-09-30,0.18619319665043155,0.8138068033495685
2021-10-31,0.19814095320816227,0.8018590467918377
2021-11-30,0.95,0.05
2021-12-31,0.8528846526607223,0.14711534733927767
2022-01-31,0.95,0.05
2022-02-28,0.95,0.05
2022-03-31,0.6572332044898339,0.3427667955101661
2022-04-30,0.20045796796714693,0.799542032032853
2022-05-31,0.05,0.95
2022-06-30,0.08761705826404295,0.912382941735957
2022-07-31,0.05,0.95
2022-08-31,0.05,0.95
2022-09-30,0.051179736409300555,0.9488202635906995
2022-10-31,0.05,0.95
2022-11-30,0.05,0.95
2022-12-31,0.05,0.95
2023-01-31,0.2116543318960231,0.7883456681039769
2023-02-28,0.5776488771184204,0.4223511228815796
2023-03-31,0.7588772246956736,0.24112277530432635
2023-04-30,0.5418512310525012,0.4581487689474988
2023-05-31,0.6376770867939638,0.36232291320603616
2023-06-30,0.4639683680297006,0.5360316319702993
2023-07-31,0.6656133024472424,0.33438669755275763
2023-08-31,0.9196224008393882,0.08037759916061182
2023-09-30,0.95,0.05
2023-10-31,0.95,0.05
2023-11-30,0.8482538884232671,0.1517461115767329
2023-12-31,0.40970055302314523,0.5902994469768548
2024-01-31,0.9295454975387227,0.07045450246127727
2024-02-29,0.95,0.05
2024-03-31,0.95,0.05
2024-04-30,0.8677581571737657,0.1322418428262343
2024-05-31,0.830988589541573,0.16901141045842705
2024-06-30,0.95,0.05
2024-07-31,0.9412919655741714,0.058708034425828615
2024-08-31,0.95,0.05
2024-09-30,0.9286184969453554,0.07138150305464463
2024-10-31,0.9080330936783024,0.09196690632169757
2024-11-30,0.9096458829222513,0.09035411707774865
2024-12-31,0.9339070552837847,0.0660929447162153
2025-01-31,0.9361372351582294,0.06386276484177056
2025-02-28,0.95,0.05
2025-03-31,0.95,0.05
2025-04-30,0.7551541087915646,0.24484589120843536
2025-05-31,0.8073390378773895,0.19266096212261052
2025-06-30,0.5801028569539403,0.41989714304605974
2025-07-31,0.8452113612733694,0.15478863872663062
2025-08-31,0.8978379596551409,0.1021620403448591
2025-09-30,0.8879703245712247,0.11202967542877529
2025-10-31,0.7730317585983155,0.22696824140168448
2025-11-30,0.675339932727154,0.324660067272846
